표준버스정류장ID,노선번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수
100000362,N37,영천시장(00095),0,0,0,0,6,13,51,68,22,21,0,0
100000362,N37,영천시장(00038),0,0,33,57,31,60,0,0,0,0,0,0
100000363,N37,영천시장(00019),40,32,47,44,0,0,0,0,0,0,0,0
100000363,N37,영천시장(00074),0,0,0,0,57,47,21,56,0,0,0,0
100000365,N51,동대문역.흥인지문(00031),112,83,125,34,81,37,0,0,0,0,0,0
100000365,N15,동대문역.흥인지문(00104),0,0,0,0,117,67,338,186,258,51,0,0
100000365,N15,동대문역.흥인지문(00033),176,127,275,193,152,59,0,0,0,0,0,0
100000365,N26,동대문역.흥인지문(00022),135,65,280,124,149,74,0,0,0,0,0,0
100000365,N51,동대문역.흥인지문(00109),0,0,0,0,110,66,210,117,88,31,0,0
100000365,N26,동대문역.흥인지문(00089),0,0,0,0,182,94,249,188,184,37,0,0
100000365,N13,동대문역.흥인지문(00040),58,81,210,239,45,72,0,0,0,0,0,0
100000365,N13,동대문역.흥인지문(00110),0,0,0,0,72,94,188,188,115,88,0,0
100000365,N30,동대문역.흥인지문(00037),18,101,27,106,46,196,38,106,35,91,0,0
100000366,N72,동묘앞(00049),72,40,201,311,196,280,0,0,0,0,0,0
100000366,N15,동묘앞(00043),27,38,243,225,298,186,0,0,0,0,0,0
100000366,N15,동묘앞(00118),0,0,0,0,65,17,329,191,233,74,0,0
100000366,N72,동묘앞(00135),0,0,0,0,0,0,151,219,78,131,15,66
100000366,N51,동묘앞(00050),1,1,155,48,129,65,22,10,0,0,0,0
100000366,N26,동묘앞(00048),0,0,76,158,174,222,0,0,0,0,0,0
100000366,N26,동묘앞(00116),0,0,0,0,0,0,144,137,61,87,0,0
100000366,N51,동묘앞(00130),0,0,0,0,0,0,110,22,105,31,45,55
100000366,N13,동묘앞(00114),0,0,0,0,29,11,169,105,123,100,0,0
100000366,N13,동묘앞(00038),38,25,250,163,125,138,0,0,0,0,0,0
100000367,N51,동묘앞(00030),69,118,67,86,43,70,0,0,0,0,0,0
100000367,N15,동묘앞(00103),0,0,0,0,120,72,331,186,187,48,0,0
100000367,N72,동묘앞(00122),0,0,0,0,74,36,76,72,71,54,0,0
100000367,N26,동묘앞(00021),74,36,185,99,12,7,0,0,0,0,0,0
100000367,N15,동묘앞(00032),119,192,186,252,118,79,0,0,0,0,0,0
100000367,N26,동묘앞(00088),0,0,0,0,116,95,218,81,70,29,0,0
100000367,N51,동묘앞(00108),0,0,0,0,57,80,142,119,39,59,0,0
100000367,N13,동묘앞(00039),74,84,210,210,65,47,0,0,0,0,0,0
100000367,N13,동묘앞(00109),0,0,0,0,94,74,181,196,58,120,0,0
100000367,N30,동묘앞(00036),14,95,15,192,35,339,96,283,51,256,0,0
100000368,N37,서대문역사거리.적십자병원(00094),0,0,0,0,29,22,62,42,23,27,0,0
100000368,N37,서대문역사거리.적십자병원(00037),3,11,93,67,70,53,0,0,0,0,0,0
100000379,N75,서울역사박물관.경희궁앞(00049),46,30,75,52,87,36,0,0,0,0,0,0
100000379,N26,서울역사박물관.경희궁앞(00097),0,0,0,0,17,35,46,65,9,73,0,0
100000379,N75,서울역사박물관.경희궁앞(00136),0,0,0,0,17,12,27,23,11,64,1,16
100000379,N26,서울역사박물관.경희궁앞(00030),16,13,97,62,26,50,0,0,0,0,0,0
100000380,N75,서울역사박물관.경희궁앞(00124),0,0,0,0,14,15,23,58,7,62,0,0
100000380,N75,서울역사박물관.경희궁앞(00039),20,31,20,48,20,36,0,0,0,0,0,0
100000380,N37,서울역사박물관.경희궁앞(00022),127,49,94,62,0,0,0,0,0,0,0,0
100000380,N26,서울역사박물관.경희궁앞(00107),0,0,0,0,9,32,32,90,88,44,0,0
100000380,N37,서울역사박물관.경희궁앞(00077),0,0,0,0,46,76,60,100,0,0,0,0
100000384,N26,광화문(00040),0,0,384,67,93,92,0,0,0,0,0,0
100000384,N26,광화문(00108),0,0,0,0,18,12,113,77,72,51,0,0
100000384,N37,광화문(00023),165,103,186,126,0,1,0,0,0,0,0,0
100000384,N37,광화문(00078),0,0,0,0,112,136,65,93,0,2,0,0
100000385,N26,광화문(00096),0,0,0,0,31,9,45,81,10,75,0,0
100000385,N37,광화문(00035),14,9,76,61,58,49,0,0,0,0,0,0
100000385,N37,광화문(00092),0,0,0,0,31,22,59,49,23,11,0,0
100000385,N26,광화문(00029),44,10,154,85,31,38,0,0,0,0,0,0
100000386,N37,종로1가(00079),0,0,0,0,35,180,23,209,1,6,0,0
100000386,N26,종로1가(00109),0,0,0,0,8,12,58,154,50,56,0,0
100000386,N37,종로1가(00024),85,118,69,220,6,49,0,0,0,0,0,0
100000386,N26,종로1가(00041),0,0,182,167,70,167,0,0,0,0,0,0
100000387,N37,종로1가(00034),14,7,110,40,58,28,0,0,0,0,0,0
100000387,N26,종로1가(00028),40,8,189,54,52,20,0,0,0,0,0,0
100000387,N26,종로1가(00095),0,0,0,0,30,22,44,104,16,111,0,0
100000387,N37,종로1가(00091),0,0,0,0,27,20,52,58,11,24,0,0
100000388,N15,종로2가(00037),85,19,656,234,697,133,0,0,0,0,0,0
100000388,N15,종로2가(00112),0,0,0,0,354,67,631,180,291,95,0,0
100000388,N31,종로2가(00129),0,0,0,0,0,0,110,79,149,101,41,34
100000388,N37,종로2가(00025),193,112,291,306,83,117,0,0,0,0,0,0
100000388,N31,종로2가(00059),0,0,300,193,331,179,56,23,0,0,0,0
100000388,N26,종로2가(00110),0,0,0,0,0,4,377,167,251,122,0,0
100000388,N62,종로2가(00045),220,89,573,299,163,103,0,0,0,0,0,0
100000388,N37,종로2가(00080),0,0,0,0,196,198,342,299,34,26,0,0
100000388,N62,종로2가(00127),0,0,0,0,128,99,280,209,92,67,0,0
100000388,N26,종로2가(00042),0,0,514,244,482,262,0,0,0,0,0,0
100000389,N15,종로2가(00109),0,0,0,0,79,105,282,321,90,217,0,0
100000389,N15,종로2가(00038),380,105,419,173,229,158,0,0,0,0,0,0
100000389,N31,종로2가(00017),76,25,155,74,0,0,0,0,0,0,0,0
100000389,N37,종로2가(00033),65,42,531,196,309,96,0,0,0,0,0,0
100000389,N62,종로2가(00122),0,0,0,0,268,75,237,85,55,59,0,0
100000389,N26,종로2가(00027),275,16,494,136,165,43,0,0,0,0,0,0
100000389,N62,종로2가(00040),312,131,523,158,121,20,0,0,0,0,0,0
100000389,N26,종로2가(00094),0,0,0,0,149,68,309,193,71,45,0,0
100000389,N31,종로2가(00093),0,0,0,0,115,45,63,43,48,16,0,0
100000389,N37,종로2가(00090),0,0,0,0,275,130,514,208,173,55,0,0
100000390,N15,종로3가.탑골공원(00038),75,13,586,95,614,76,0,0,0,0,0,0
100000390,N26,종로3가.탑골공원(00043),0,0,408,149,420,134,0,0,0,0,0,0
100000390,N15,종로3가.탑골공원(00113),0,0,0,0,202,23,505,71,242,50,0,0
100000390,N31,종로3가.탑골공원(00130),0,0,0,0,0,0,63,56,75,92,16,51
100000390,N31,종로3가.탑골공원(00060),0,0,220,108,248,87,55,39,0,0,0,0
100000390,N62,종로3가.탑골공원(00046),150,38,397,100,187,72,0,0,0,0,0,0
100000390,N26,종로3가.탑골공원(00111),0,0,0,0,0,0,355,113,217,66,0,0
100000390,N62,종로3가.탑골공원(00128),0,0,0,0,151,34,234,108,113,49,0,0
100000391,N26,종로3가.탑골공원(00093),0,0,0,0,134,67,220,167,64,47,0,0
100000391,N15,종로3가.탑골공원(00108),0,0,0,0,182,150,322,349,159,165,0,0
100000391,N15,종로3가.탑골공원(00037),495,102,683,222,239,118,0,0,0,0,0,0
100000391,N31,종로3가.탑골공원(00092),0,0,0,0,213,57,90,25,41,22,0,0
100000391,N26,종로3가.탑골공원(00026),249,28,572,144,167,79,0,0,0,0,0,0
100000391,N31,종로3가.탑골공원(00016),151,25,322,60,0,0,0,0,0,0,0,0
100000391,N62,종로3가.탑골공원(00121),0,0,0,0,248,89,212,104,63,42,0,0
100000391,N62,종로3가.탑골공원(00039),402,138,539,147,54,18,0,0,0,0,0,0
100000392,N15,종로4가.종묘(00039),13,9,205,42,128,24,0,0,0,0,0,0
100000392,N15,종로4가.종묘(00114),0,0,0,0,52,9,98,30,60,25,0,0
100000392,N26,종로4가.종묘(00044),0,0,132,52,140,64,0,0,0,0,0,0
100000392,N26,종로4가.종묘(00112),0,0,0,0,0,0,128,34,85,22,0,0
100000392,N31,종로4가.종묘(00131),0,0,0,0,0,0,30,20,25,16,5,5
100000392,N62,종로4가.종묘(00047),50,13,132,45,58,15,0,0,0,0,0,0
100000392,N31,종로4가.종묘(00061),0,0,50,39,40,40,20,14,0,0,0,0
100000392,N62,종로4가.종묘(00129),0,0,0,0,23,17,84,37,48,19,0,0
100000393,N15,종로4가.종묘(00107),0,0,0,0,28,30,64,143,28,64,0,0
100000393,N26,종로4가.종묘(00025),36,20,70,69,35,34,0,0,0,0,0,0
100000393,N15,종로4가.종묘(00036),86,43,118,90,55,44,0,0,0,0,0,0
100000393,N31,종로4가.종묘(00091),0,0,0,0,46,83,23,25,6,5,0,0
100000393,N31,종로4가.종묘(00015),20,50,48,113,0,0,0,0,0,0,0,0
100000393,N26,종로4가.종묘(00092),0,0,0,0,12,34,42,70,5,14,0,0
100000393,N62,종로4가.종묘(00120),0,0,0,0,64,35,45,29,24,25,0,0
100000393,N62,종로4가.종묘(00038),49,53,98,87,8,5,0,0,0,0,0,0
100000394,N15,종로5가.광장시장(00040),7,14,81,98,58,48,0,0,0,0,0,0
100000394,N15,종로5가.광장시장(00115),0,0,0,0,32,31,69,40,37,53,0,0
100000394,N31,종로5가.광장시장(00062),0,0,94,54,58,57,38,26,0,0,0,0
100000394,N31,종로5가.광장시장(00132),0,0,0,0,0,0,27,42,47,58,14,11
100000394,N26,종로5가.광장시장(00113),0,0,0,0,0,0,52,90,22,92,0,0
100000394,N26,종로5가.광장시장(00045),0,0,54,84,47,71,0,0,0,0,0,0
100000394,N62,종로5가.광장시장(00048),19,17,66,93,11,36,0,0,0,0,0,0
100000394,N62,종로5가.광장시장(00130),0,0,0,0,12,29,31,50,14,52,0,0
100000395,N15,종로5가.광장시장(00106),0,0,0,0,18,26,36,37,35,34,0,0
100000395,N26,종로5가.광장시장(00024),65,13,71,43,24,7,0,0,0,0,0,0
100000395,N15,종로5가.광장시장(00035),74,25,96,46,33,20,0,0,0,0,0,0
100000395,N26,종로5가.광장시장(00091),0,0,0,0,22,20,46,51,5,10,0,0
100000395,N62,종로5가.광장시장(00119),0,0,0,0,39,52,44,33,8,20,0,0
100000395,N62,종로5가.광장시장(00037),61,168,71,103,5,1,0,0,0,0,0,0
100000396,N15,종로6가.동대문종합시장(00041),42,34,214,181,106,188,0,0,0,0,0,0
100000396,N26,종로6가.동대문종합시장(00046),0,0,142,171,158,193,0,0,0,0,0,0
100000396,N15,종로6가.동대문종합시장(00116),0,0,0,0,75,68,116,150,70,71,0,0
100000396,N26,종로6가.동대문종합시장(00114),0,0,0,0,0,0,200,132,128,87,0,0
100000396,N62,종로6가.동대문종합시장(00049),43,9,167,104,47,54,0,0,0,0,0,0
100000396,N62,종로6가.동대문종합시장(00131),0,0,0,0,36,43,77,72,36,47,0,0
100000397,N15,종로6가.동대문종합시장(00105),0,0,0,0,49,43,108,106,48,57,0,0
100000397,N26,종로6가.동대문종합시장(00090),0,0,0,0,66,26,138,71,33,18,0,0
100000397,N15,종로6가.동대문종합시장(00034),112,51,199,105,84,51,0,0,0,0,0,0
100000397,N26,종로6가.동대문종합시장(00023),63,19,139,59,75,14,0,0,0,0,0,0
100000397,N62,종로6가.동대문종합시장(00118),0,0,0,0,127,122,118,192,15,28,0,0
100000397,N62,종로6가.동대문종합시장(00036),141,195,181,315,0,2,0,0,0,0,0,0
100000398,N26,동대문역.흥인지문(00047),0,0,222,442,523,561,0,0,0,0,0,0
100000398,N15,동대문역.흥인지문(00042),48,72,423,546,471,439,0,0,0,0,0,0
100000398,N15,동대문역.흥인지문(00117),0,0,0,0,133,82,522,388,422,181,0,0
100000398,N51,동대문역.흥인지문(00049),11,6,472,102,419,163,92,9,0,0,0,0
100000398,N51,동대문역.흥인지문(00129),0,0,0,0,0,0,266,70,358,88,328,54
100000398,N26,동대문역.흥인지문(00115),0,0,0,0,0,0,452,437,448,362,0,0
100000398,N13,동대문역.흥인지문(00113),0,0,0,0,66,69,571,342,511,228,0,0
100000398,N30,동대문역.흥인지문(00061),109,11,391,118,342,115,368,66,339,37,81,17
101000001,N37,남대문세무서(00027),113,63,253,153,83,49,0,0,0,0,0,0
101000001,N37,남대문세무서(00082),0,0,0,0,116,76,142,141,33,30,0,0
101000002,N37,국가인권위.안중근활동터(00088),0,0,0,0,94,57,162,75,38,15,0,0
101000002,N37,국가인권위.안중근활동터(00031),33,17,217,131,105,95,0,0,0,0,0,0
101000004,N15,서울역버스환승센터(00115),0,0,0,0,0,0,84,107,195,243,0,0
101000004,N15,서울역버스환승센터(00044),331,27,449,114,118,81,0,0,0,0,0,0
101000004,N75,서울역버스환승센터(00045),400,53,186,71,62,63,0,0,0,0,0,0
101000004,N75,서울역버스환승센터(00130),0,0,0,0,25,33,56,53,31,93,0,0
101000005,N16,서울역버스환승센터(00096),0,0,0,0,38,41,129,144,42,157,0,0
101000005,N16,서울역버스환승센터(00028),147,54,187,270,159,111,0,0,0,0,0,0
101000005,N30,서울역버스환승센터(00050),195,51,152,47,84,73,74,71,53,305,9,36
101000007,N15,서울역버스환승센터.강우규의거터(00032),117,33,104,124,56,46,0,0,0,0,0,0
101000007,N75,서울역버스환승센터.강우규의거터(00131),0,0,0,0,21,23,40,76,65,148,2,7
101000007,N15,서울역버스환승센터.강우규의거터(00107),0,0,0,0,49,38,37,70,84,139,0,0
101000007,N75,서울역버스환승센터.강우규의거터(00044),221,72,208,75,59,51,0,0,0,0,0,0
101000008,N75,숭례문(00044),65,50,87,74,39,49,0,0,0,0,0,0
101000008,N75,숭례문(00129),0,0,0,0,21,21,43,63,14,57,0,0
101000008,N15,숭례문(00114),0,0,0,0,11,2,127,51,96,135,0,0
101000008,N15,숭례문(00043),98,26,292,69,161,36,0,0,0,0,0,0
101000008,N30,숭례문(00049),15,76,9,40,28,42,31,19,6,148,0,9
101000009,N16,만리동고개(00046),0,0,37,158,28,112,0,0,0,0,0,0
101000009,N16,만리동고개(00109),0,0,0,0,0,0,67,57,159,73,9,16
101000010,N16,손기정체육공원입구(00045),0,0,47,103,23,59,0,0,0,0,0,0
101000010,N16,손기정체육공원입구(00108),0,0,0,0,0,0,34,50,24,28,0,5
101000011,N16,서울의료보건고등학교.서울역서부(00044),0,0,236,44,59,29,0,0,0,0,0,0
101000011,N16,서울의료보건고등학교.서울역서부(00107),0,0,0,0,0,0,75,21,23,26,0,0
101000013,N16,서울역서부(00095),0,0,0,0,17,11,11,34,28,71,0,0
101000013,N16,서울역서부(00027),59,9,130,102,36,31,0,0,0,0,0,0
101000014,N16,중림동교차로(00043),0,0,73,46,34,45,0,0,0,0,0,0
101000014,N16,중림동교차로(00106),0,0,0,0,0,0,15,23,12,17,0,0
101000015,N51,종근당.충정로역(00118),0,0,0,0,0,0,6,60,11,66,0,0
101000015,N73,종근당.충정로역(00032),68,32,32,50,1,0,0,0,0,0,0,0
101000015,N73,종근당.충정로역(00108),0,0,0,0,38,34,22,39,6,21,0,0
101000015,N51,종근당.충정로역(00038),15,14,20,51,17,35,0,0,0,0,0,0
101000015,N62,종근당.충정로역(00041),45,48,52,152,18,41,0,0,0,0,0,0
101000015,N62,종근당.충정로역(00123),0,0,0,0,19,45,26,88,13,42,0,0
101000021,N16,염천교(00042),0,0,51,20,31,13,0,0,0,0,0,0
101000021,N16,염천교(00105),0,0,0,0,0,0,14,19,8,11,0,1
101000027,N15,숭례문(00033),15,32,109,157,49,56,0,0,0,0,0,0
101000027,N15,숭례문(00108),0,0,0,0,30,57,48,39,20,48,0,0
101000027,N75,숭례문(00132),0,0,0,0,35,8,59,31,59,28,1,3
101000027,N75,숭례문(00045),39,40,74,44,97,47,0,0,0,0,0,0
101000027,N16,숭례문(00038),27,53,89,263,50,121,0,0,0,0,0,0
101000027,N16,숭례문(00101),0,0,0,0,0,0,49,121,51,196,0,0
101000027,N30,숭례문(00051),26,2,105,5,40,4,45,6,47,4,9,2
101000032,N15,북창동.남대문시장(00112),0,0,0,0,13,1,112,60,49,90,0,0
101000032,N15,북창동.남대문시장(00041),82,38,125,65,96,55,0,0,0,0,0,0
101000032,N30,북창동.남대문시장(00047),5,43,3,20,29,47,23,32,5,44,0,0
101000033,N75,시청앞(00046),71,22,80,57,91,70,0,0,0,0,0,0
101000033,N75,시청앞(00133),0,0,0,0,26,22,30,34,36,53,0,2
101000033,N16,시청앞(00039),28,10,81,65,34,40,0,0,0,0,0,0
101000033,N16,시청앞(00102),0,0,0,0,0,0,53,35,51,55,0,0
101000034,N75,삼성본관앞(00042),81,26,53,50,24,14,0,0,0,0,0,0
101000034,N75,삼성본관앞(00127),0,0,0,0,18,8,29,42,42,43,0,0
101000034,N16,삼성본관앞(00041),13,1,296,9,122,6,0,0,0,0,0,0
101000034,N16,삼성본관앞(00104),0,0,0,0,0,0,80,3,77,8,0,0
101000036,N51,시청서소문2청사(00039),16,43,58,46,25,49,0,0,0,0,0,0
101000036,N73,시청서소문2청사(00109),0,0,0,0,22,24,14,24,13,14,0,0
101000036,N51,시청서소문2청사(00119),0,0,0,0,0,0,21,29,10,109,0,0
101000036,N73,시청서소문2청사(00033),61,36,53,52,5,7,0,0,0,0,0,0
101000036,N62,시청서소문2청사(00042),41,70,59,111,28,26,0,0,0,0,0,0
101000036,N62,시청서소문2청사(00124),0,0,0,0,22,55,27,76,11,15,0,0
101000038,N73,시청.서소문청사(00125),0,0,0,0,0,0,15,49,10,73,0,5
101000038,N51,시청.서소문청사(00041),46,4,124,15,56,2,0,0,0,0,0,0
101000038,N73,시청.서소문청사(00046),22,32,35,62,25,97,0,0,0,0,0,0
101000038,N51,시청.서소문청사(00119),0,0,0,0,38,1,36,27,12,25,0,0
101000038,N62,시청.서소문청사(00043),87,74,142,176,39,24,0,0,0,0,0,0
101000039,N51,서울신문사(00120),0,0,0,0,0,0,48,22,21,48,0,5
101000039,N51,서울신문사(00040),19,17,45,27,55,33,0,0,0,0,0,0
101000040,N15,우리은행종로지점(00036),44,18,317,155,246,80,0,0,0,0,0,0
101000040,N15,우리은행종로지점(00111),0,0,0,0,65,54,89,93,107,106,0,0
101000040,N31,우리은행종로지점(00128),0,0,0,0,0,0,28,37,42,73,11,19
101000040,N31,우리은행종로지점(00058),0,0,203,111,92,108,2,15,0,0,0,0
101000040,N62,우리은행종로지점(00044),93,71,239,334,28,99,0,0,0,0,0,0
101000040,N62,우리은행종로지점(00126),0,0,0,0,46,67,100,166,16,51,0,0
101000041,N31,롯데백화점(00095),0,0,0,0,27,7,25,12,7,11,0,0
101000041,N15,롯데백화점(00111),0,0,0,0,23,7,82,51,29,67,0,0
101000041,N15,롯데백화점(00040),113,19,282,44,236,28,0,0,0,0,0,0
101000041,N31,롯데백화점(00019),97,17,75,15,0,0,0,0,0,0,0,0
101000041,N30,롯데백화점(00045),22,27,7,16,7,26,1,14,4,116,0,1
101000042,N30,해운센터.롯데영플라자(00046),2,8,0,4,2,20,3,5,5,13,0,1
101000043,N15,롯데영프라자(00035),33,10,199,69,157,57,0,0,0,0,0,0
101000043,N15,롯데영프라자(00110),0,0,0,0,53,38,89,55,35,135,0,0
101000043,N31,롯데영프라자(00127),0,0,0,0,0,0,17,54,7,80,30,7
101000043,N31,롯데영프라자(00057),0,0,137,115,100,94,8,18,0,0,0,0
101000043,N30,롯데영프라자(00053),32,0,94,4,33,1,33,1,9,1,20,1
101000045,N31,신세계백화점(00096),0,0,0,0,32,13,36,6,6,3,0,0
101000045,N31,신세계백화점(00020),41,24,103,23,0,0,0,0,0,0,0,0
101000046,N16,남대문시장.회현역(00037),49,61,77,224,35,89,0,0,0,0,0,0
101000046,N16,남대문시장.회현역(00100),0,0,0,0,0,0,82,121,57,158,0,0
101000047,N16,남대문시장.회현역(00097),0,0,0,0,78,10,184,134,130,87,0,0
101000047,N16,남대문시장.회현역(00029),45,15,228,38,171,20,0,0,0,0,0,0
101000048,N31,남산3호터널(00021),25,44,51,42,0,2,0,0,0,0,0,0
101000048,N31,남산3호터널(00097),0,0,0,0,10,28,19,35,10,8,0,0
101000049,N31,남산3호터널.서울애니메이션센터(00056),0,6,35,120,12,114,0,20,0,0,0,0
101000049,N31,남산3호터널.서울애니메이션센터(00126),0,0,0,0,0,0,0,54,1,60,3,7
101000050,N16,명동역4번출구(00098),0,0,0,0,20,10,54,48,48,32,0,0
101000050,N16,명동역4번출구(00030),95,46,266,84,89,47,0,0,0,0,0,0
101000052,N16,퇴계로3가.한옥마을.한국의집(00035),77,35,191,121,58,45,0,0,0,0,0,0
101000052,N16,퇴계로3가.한옥마을.한국의집(00098),0,0,0,0,4,1,64,64,66,119,0,0
101000053,N16,퇴계로3가.한옥마을.한국의집(00099),0,0,0,0,36,7,138,33,69,48,0,0
101000053,N16,퇴계로3가.한옥마을.한국의집(00031),38,20,124,113,107,41,0,0,0,0,0,0
101000054,N16,충무로역2번출구.대한극장앞(00100),0,0,0,0,33,9,154,53,95,17,0,0
101000054,N16,충무로역2번출구.대한극장앞(00032),56,13,230,81,165,42,0,0,0,0,0,0
101000055,N16,충무로역8번출구.대한극장앞(00034),94,38,221,143,102,76,0,0,0,0,0,0
101000055,N16,충무로역8번출구.대한극장앞(00097),0,0,0,0,18,9,101,63,72,82,0,0
101000057,N73,을지로입구.로얄호텔(00111),0,0,0,0,54,44,33,40,39,31,0,0
101000057,N73,을지로입구.로얄호텔(00035),284,64,145,40,82,33,0,0,0,0,0,0
101000057,N30,을지로입구.로얄호텔(00054),69,4,237,12,42,2,72,5,23,1,19,4
101000058,N73,을지로입구.시청입구(00124),0,0,0,0,0,0,71,33,22,146,0,0
101000058,N73,을지로입구.시청입구(00045),42,32,128,65,131,81,0,0,0,0,0,0
101000058,N62,을지로입구.시청입구(00042),161,41,257,71,57,22,0,0,0,0,0,0
101000059,N73,을지로2가.기업은행본점.서울노동청(00123),0,0,0,0,0,0,36,27,31,125,0,0
101000059,N73,을지로2가.기업은행본점.서울노동청(00044),46,19,88,42,79,51,0,0,0,0,0,0
101000060,N73,을지로2가.파인에빈뉴(00112),0,0,0,0,36,32,38,21,31,2,0,0
101000060,N73,을지로2가.파인에빈뉴(00036),99,25,40,21,27,14,0,0,0,0,0,0
101000060,N30,을지로2가.파인에빈뉴(00055),27,1,96,5,42,2,49,8,16,4,5,1
101000061,N73,을지로3가(00122),0,0,0,0,0,0,93,36,36,61,0,0
101000061,N73,을지로3가(00043),104,40,288,52,220,34,0,0,0,0,0,0
101000062,N73,을지로3가(00113),0,0,0,0,112,33,55,28,19,12,0,0
101000062,N73,을지로3가(00037),140,35,111,46,94,36,0,0,0,0,0,0
101000062,N30,을지로3가(00056),63,3,209,16,91,3,109,19,20,4,17,6
101000063,N73,을지로4가(00121),0,0,0,0,0,0,21,13,18,44,0,0
101000063,N73,을지로4가(00042),22,25,58,64,36,28,0,0,0,0,0,0
101000064,N73,을지로4가.베스트웨스턴국도(00114),0,0,0,0,36,15,26,12,12,11,0,0
101000064,N73,을지로4가.베스트웨스턴국도(00038),52,30,51,31,34,39,0,0,0,0,0,0
101000064,N30,을지로4가.베스트웨스턴국도(00057),41,7,140,20,72,15,86,24,30,0,19,4
101000066,N73,방산시장.을지로4가역6번출구(00041),9,30,23,75,11,39,0,0,0,0,0,0
101000066,N73,방산시장.을지로4가역6번출구(00120),0,0,0,0,0,0,19,52,16,62,0,0
101000067,N73,을지로5가.중부시장(00039),27,40,14,57,6,31,0,0,0,0,0,0
101000067,N73,을지로5가.중부시장(00115),0,0,0,0,16,18,30,26,4,4,0,0
101000067,N30,을지로5가.중부시장(00058),7,5,57,50,44,9,32,3,7,0,5,3
101000070,N73,을지로6가.국립중앙의료원(00040),49,37,90,96,55,45,0,0,0,0,0,0
101000070,N73,을지로6가.국립중앙의료원(00116),0,0,0,0,40,52,103,56,43,20,0,0
101000070,N30,을지로6가.국립중앙의료원(00059),30,26,212,83,69,29,97,40,182,11,76,11
101000071,N13,광희동(00043),108,9,301,89,119,32,0,0,0,0,0,0
101000071,N13,광희동(00113),0,0,0,0,59,16,128,43,58,21,0,0
101000071,N16,광희동(00031),68,33,256,113,135,45,0,0,0,0,0,0
101000071,N16,광희동(00094),0,0,0,0,55,37,141,54,66,110,0,0
101000072,N13,광희동(00111),0,0,0,0,150,121,454,499,284,274,0,0
101000072,N13,광희동(00035),111,78,573,420,255,153,0,0,0,0,0,0
101000072,N16,광희동(00103),0,0,0,0,29,24,701,366,723,218,0,0
101000073,N73,을지로6가.국립중앙의료원(00119),0,0,0,0,9,6,132,100,69,89,0,0
101000074,N13,동대문역사문화공원(00042),155,82,473,253,225,117,0,0,0,0,0,0
101000074,N13,동대문역사문화공원(00112),0,0,0,0,158,62,493,141,329,84,0,0
101000074,N16,동대문역사문화공원(00030),208,103,807,348,426,177,0,0,0,0,0,0
101000074,N16,동대문역사문화공원(00093),0,0,0,0,199,118,486,206,297,119,0,0
101000074,N30,동대문역사문화공원(00039),129,46,25,39,97,112,19,60,87,63,0,0
101000074,N62,동대문역사문화공원(00050),83,86,358,331,201,207,0,0,0,0,0,0
101000074,N62,동대문역사문화공원(00132),0,0,0,0,87,108,309,337,183,106,0,0
101000075,N13,동대문역사문화공원(00036),143,60,916,239,304,122,0,0,0,0,0,0
101000075,N16,동대문역사문화공원(00104),0,0,0,0,0,0,776,125,989,112,0,0
101000075,N30,동대문역사문화공원(00060),112,16,471,35,255,20,388,19,270,10,190,8
101000075,N62,동대문역사문화공원(00117),0,0,0,0,279,385,286,423,24,30,0,0
101000075,N62,동대문역사문화공원(00035),343,366,470,419,0,0,0,0,0,0,0,0
101000077,N73,충무아트센터.스포츠센터.중부소방서(00118),0,0,0,0,24,7,151,46,255,51,0,0
101000077,N73,충무아트센터.스포츠센터.중부소방서(00039),100,51,272,113,167,74,0,0,0,0,0,0
101000077,N62,충무아트센터.스포츠센터.중부소방서(00116),0,0,0,0,235,117,201,111,4,5,0,0
101000077,N62,충무아트센터.스포츠센터.중부소방서(00034),275,180,315,169,0,0,0,0,0,0,0,0
101000078,N73,충무아트센터.스포츠센터.중부소방서(00042),77,50,134,79,71,45,0,0,0,0,0,0
101000078,N62,충무아트센터.스포츠센터.중부소방서(00052),60,34,221,196,196,109,0,0,0,0,0,0
101000078,N62,충무아트센터.스포츠센터.중부소방서(00134),0,0,0,0,26,10,255,150,179,70,0,0
101000079,N72,성동공업고등학교(무궁화회관)(00039),110,45,60,54,66,20,0,0,0,0,0,0
101000079,N72,성동공업고등학교(무궁화회관)(00123),0,0,0,0,31,19,205,33,165,18,0,0
101000080,N72,성동공업고등학교앞(00134),0,0,0,0,0,0,291,145,399,80,47,18
101000080,N72,성동공업고등학교앞(00048),56,19,185,127,197,126,0,0,0,0,0,0
101000081,N73,신당역1번출구.서울중앙시장(00038),30,43,67,76,49,70,0,0,0,0,0,0
101000081,N73,신당역1번출구.서울중앙시장(00117),0,0,0,0,6,13,25,29,92,45,0,0
101000081,N62,신당역1번출구.서울중앙시장(00115),0,0,0,0,104,46,97,61,3,3,0,0
101000081,N62,신당역1번출구.서울중앙시장(00033),132,127,114,80,0,0,0,0,0,0,0,0
101000082,N73,신당역4번출구.서울중앙시장(00043),44,46,111,46,41,24,0,0,0,0,0,0
